,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
2449,1520767,0,1,0,0.82,1,0.611,19,28,2,1050,0,9,217720,165,0.25,46950,5,21530,1210,4,19,0,7,7,7,167273,1800,6,0,0,23800,0,346,82,572,78,28,13,7,55,14,29,43,525,74,136,121,7,29,7,22,8,14,63,146,50,7,5,357,2100,72,22,24,4200,1877,16000,79,7,7,20400,8400,3,2,1,0,0,0,0
2450,2952395,0,0.22,5000,29.65,1,0.086,47,31,2,10510,0,15,168110,37,0.8,2560,11,1530,8960,0,30,1,0,1,1,0,300,2,0,0,530,1,511,96,624,93,1,0,0,2,0,0,0,606,78,3,3,0,1,1,0,0,1,2,6,0,0,0,227,0,0,0,0,0,0,7200,78,1,1,7200,7200,338,84,0,1,0,0,0
2451,3620925,0.04,0.96,0,1.26,0.61,0.166,30,30,1,12440,0,11,28370,46,1,7280,5,820,750,0,15,0,1,2,2,0,0,4,0,0,5120,0,601,95,620,73,7,1,3,9,5,7,7,590,71,9,9,0,4,1,3,0,0,3,13,1,0,0,236,1400,69,3,4,1700,1333,7200,78,1,1,7200,7200,23,145,1,0,0,0,0
2452,3040573,0.01,0.99,0,18.77,0.17,0.107,82,48,3,8800,0,10,22020,30,0.6,4430,4,140,950,0,82,1,0,1,2,0,1340,3,0,1340,7260,0,1841,90,629,79,6,2,1,10,3,6,7,615,79,12,11,0,5,5,0,1,3,3,21,10,3,0,349,0,0,0,0,0,0,27000,79,5,5,39600,15140,20,20,1,0,0,0,0
2453,2235003,0.18,0.82,2000,0.6,0.87,0.454,74,58,1,18610,0,13,200030,155,0.1,90300,6,10920,430,4,10,9,2,5,5,298,3400,9,0,0,840,0,510,82,531,73,12,6,5,13,0,4,7,493,75,53,42,2,20,6,14,0,0,21,44,25,0,0,352,2100,74,14,17,3600,1807,12000,80,6,6,19800,12100,47,123,1,0,0,0,0
2454,55068,0.01,0.99,5100,4.29,0.97,0.519,12,8,1,5020,0,32,305200,345,0.3,51920,7,9160,1360,6,12,0,0,2,6,688670,3590,4,1,0,26070,0,1070,84,547,78,6,3,3,12,5,9,11,512,75,42,33,10,12,4,8,2,4,13,61,16,3,1,353,1900,71,8,9,2900,1712,5300,82,4,5,20400,8400,12,7,1,0,0,0,0
2455,743200,0.01,0.91,0,1.14,0.51,0.161,31,30,4,6500,0,36,87510,110,0.7,6650,7,5190,1650,0,31,0,0,2,2,0,590,2,0,0,16680,0,2228,95,542,69,2,0,1,5,1,2,4,507,67,4,4,1,4,2,2,0,0,2,7,0,1,0,233,2700,70,2,2,3200,2450,15300,63,2,2,22800,13800,30,118,1,0,0,0,0
2456,507038,0,1,0,0.83,1,0.341,15,15,2,22640,0,18,253830,173,0.25,52820,6,1870,1220,11,13,0,0,2,3,52,2030,8,0,2880,21420,0,598,82,640,79,8,6,2,10,3,6,7,619,77,26,25,0,15,5,10,1,1,11,26,2,1,0,360,2500,75,10,10,4900,2180,8600,83,5,6,13200,7520,16,30,1,0,0,0,0
2457,1438431,0.01,0.36,0,3.41,1,0.422,16,14,3,26450,0,31,465200,319,0.4,34170,10,2230,2440,11,16,0,2,2,2,0,1220,3,0,330,18840,0,1018,84,680,75,24,13,6,27,11,20,25,679,77,24,22,0,14,7,7,3,3,16,27,6,2,2,342,1500,74,7,8,2300,1342,7900,80,7,8,15000,8400,5,4,0,1,0,0,0
2458,1707818,0.02,0.98,5100,1.15,0.61,0.572,11,12,4,8000,0,27,234140,240,0.3,44370,6,1650,990,5,8,0,2,3,3,631083,1520,8,0,340,17620,0,1407,82,541,77,21,11,8,29,9,16,24,506,74,42,37,2,15,7,8,0,2,16,52,14,0,0,347,2100,72,8,8,3400,1862,8400,79,7,8,24000,7514,9,60,1,0,0,0,0
2459,75106,0.01,0.99,0,3.89,1,0.461,27,21,3,11460,0,22,250430,266,0.4,25900,5,3570,1170,4,27,0,1,1,1,0,3100,4,0,0,23430,0,742,83,588,71,7,3,1,10,5,9,10,567,75,49,47,3,15,7,8,4,8,19,57,4,3,0,355,2400,73,8,8,4300,2062,2600,79,7,9,9600,3342,23,11,1,0,0,0,0
2460,56563,0.01,0.99,2000,1.63,0.96,0.366,18,14,2,13300,0,26,226060,203,0.45,28090,6,260,1440,11,12,1,0,2,2,0,1900,2,0,1890,23380,0,891,85,588,72,13,5,4,18,11,13,15,574,74,53,44,3,17,4,13,4,6,15,52,20,4,2,339,2200,73,13,15,3100,1946,2100,81,4,5,4200,2400,23,3,1,0,0,0,0
2461,1973273,0.01,0.78,0,1.6,0.36,0.688,9,6,3,11860,0,26,659820,303,0.3,99600,7,81610,1580,6,9,0,3,9,10,0,1280,8,0,1110,42480,0,2288,82,553,77,12,7,3,13,1,3,4,499,75,70,63,6,20,7,13,0,2,23,83,27,2,0,357,2700,74,13,13,6400,2400,6200,79,7,8,12000,5800,17,36,0,0,1,0,0
2462,1265869,0.01,0.99,0,4.02,0.41,0.118,47,46,3,12730,0,13,38810,43,0.55,3750,6,1450,920,13,38,1,0,0,1,0,1400,2,0,0,0,0,1043,85,533,73,5,3,1,5,1,2,5,490,73,11,11,4,6,2,4,0,0,3,11,0,1,0,354,1700,73,4,4,2000,1575,1000,77,2,2,1000,1000,22,132,1,0,0,0,0
2463,906177,0.01,0.87,1000,0.64,0.97,0.797,8,6,3,9020,0,35,945560,540,0.15,127210,8,17730,1410,5,8,1,0,9,9,75992,2810,10,0,3900,82370,0,1159,82,543,75,26,13,10,36,7,15,23,512,76,82,72,2,25,7,18,5,12,40,84,25,5,3,355,1500,74,18,18,4000,1683,11200,76,7,7,26400,9300,4,1,1,0,0,0,0
2464,1256955,0.02,0.93,1000,0.75,1,0.248,50,30,2,15650,0,9,98240,67,0.3,37910,6,3570,1140,6,19,1,1,4,4,499537,1550,4,0,0,11660,0,352,84,549,76,26,11,10,49,12,22,35,501,75,48,39,2,20,7,13,2,8,32,56,26,6,2,348,3100,71,13,13,5000,1907,7100,78,7,7,13800,5914,6,18,1,0,0,0,0
2465,2132027,0.01,0.99,1500,0.38,1,0.169,24,20,2,12790,0,12,59750,61,0.45,14130,9,1360,1010,6,23,1,2,3,3,71915,1140,3,0,1050,3110,0,442,82,531,83,5,4,0,6,0,4,5,493,70,14,14,1,6,1,5,0,0,6,14,3,0,0,348,2200,70,5,6,3100,1780,1000,71,1,1,1000,1000,38,130,0,0,1,0,0
2466,2611497,0.01,0.9,2000,18.44,0.55,0.336,25,15,3,3090,0,21,156240,145,0.5,37080,7,6950,1370,25,25,0,0,15,15,0,1800,15,0,0,7050,0,1224,82,659,75,12,7,4,15,0,3,7,613,78,31,24,0,14,7,7,1,3,15,32,10,1,0,315,2100,77,7,8,2800,1642,9700,78,7,7,19200,9557,67,28,1,0,0,0,0
2467,663969,0.01,0.95,200,51.72,0.91,0.647,7,5,2,6560,0,30,590970,363,0.1,88870,5,14550,1170,5,7,3,8,8,8,0,18920,7,0,610,5220,0,1074,82,553,77,13,3,7,15,0,4,10,492,75,65,57,4,25,9,16,0,0,21,75,30,0,0,360,2300,76,16,17,4300,1781,4300,74,9,11,15600,5122,39,104,1,0,0,0,0
2468,577488,0,1,1000,1.38,1,0.686,15,9,2,11250,0,15,378580,254,0.3,49910,7,1100,1280,6,15,0,2,9,9,455587,2000,7,0,500,30260,0,512,88,554,77,22,10,8,31,14,19,25,494,77,49,39,5,14,2,12,4,8,22,45,130,3,3,351,2300,78,12,13,4800,1900,2100,69,2,3,2400,1800,8,5,0,0,1,0,0
2469,2513177,0.01,0.99,3200,1.3,0.86,0.197,21,59,3,13580,0,18,66070,78,1,9980,5,1160,1280,0,16,0,0,3,3,0,0,2,0,0,19550,0,711,92,634,75,7,3,3,15,3,5,5,598,75,28,28,0,9,4,5,0,0,5,35,2,0,0,357,2100,73,5,5,2300,1940,6800,78,4,4,14400,7150,23,150,1,0,0,0,0
2470,2882124,0.03,0.97,4100,0.8,1,0.361,20,20,3,15450,0,6,35290,65,0.3,21990,3,7880,860,5,20,1,2,4,4,128896,2710,3,0,1490,8780,0,236,84,631,82,6,3,2,9,2,3,7,603,78,16,12,0,7,4,3,0,0,7,28,16,0,0,357,1800,73,3,3,2300,1733,15500,81,4,5,20400,14250,21,104,0,0,1,0,0
2471,2889669,0.01,0.99,0,1.45,0.41,0.085,59,58,2,12530,0,11,13950,26,1,2240,5,100,980,0,45,0,1,3,4,0,0,3,0,0,4620,0,920,125,549,72,12,5,4,19,7,13,18,487,77,6,6,1,3,2,1,0,1,4,10,17,1,2,275,2500,75,1,1,2500,2500,4400,79,2,3,4800,3300,20,39,0,0,1,0,0
2472,595602,0.01,0.99,100,0.51,0.76,0.444,28,23,3,300,0,22,240280,223,0.6,30930,7,14260,1250,5,28,0,0,8,8,0,580,5,0,0,26690,0,945,82,545,80,13,3,5,19,6,9,12,511,77,50,44,2,17,12,5,3,8,23,61,17,4,2,346,2800,76,5,6,4600,2040,9000,78,12,14,25800,9400,16,10,1,0,0,0,0
2473,2910524,0.02,0.98,300,1.1,0.85,0.206,106,47,3,10110,0,11,60760,63,0.6,14370,5,1410,1040,11,20,0,0,1,1,0,1130,4,0,0,10590,0,452,84,620,72,10,4,5,11,1,3,6,590,69,14,14,0,5,1,4,0,0,4,16,0,0,0,261,1500,62,4,5,1800,1475,45600,78,1,1,45600,45600,9,161,1,0,0,0,0
2474,1017310,0,1,5000,1.07,1,0.322,22,25,3,20640,0,16,243280,130,0.75,27460,8,6870,1540,11,22,0,0,8,8,0,330,8,0,0,36820,0,550,95,593,79,9,3,2,13,7,8,10,558,72,50,42,7,15,2,13,1,3,20,44,26,1,0,360,2800,71,13,15,4100,2476,3500,77,2,2,6300,3650,6,9,0,0,1,0,0
2475,2127885,0.02,0.95,1000,0.81,1,0.547,14,14,3,20580,0,27,382280,292,0.25,67270,6,12860,1330,8,14,0,1,18,18,50,3020,8,0,6040,34330,0,886,83,524,74,15,8,5,26,3,11,14,494,74,70,63,4,21,6,15,0,1,19,76,18,0,2,351,2300,72,15,15,5600,2026,5500,81,6,7,9600,5450,18,40,0,0,1,0,0
2476,2856447,0.06,0.95,0,0.31,1,0.311,11,11,2,15240,0,6,58090,56,0.35,22500,3,6370,640,10,11,0,3,5,5,255,3730,8,0,140,1490,0,248,83,551,77,10,6,3,11,0,5,8,496,79,20,19,2,9,4,5,0,1,11,33,14,0,0,304,2100,75,5,5,2300,1720,3000,82,4,5,3600,3150,40,53,1,0,0,0,0
2477,1975788,0.01,0.78,19800,1.33,1,0.205,16,38,2,21810,0,18,182060,100,1,23800,7,4310,1770,0,16,0,0,6,6,0,0,4,0,0,15570,0,620,83,629,79,4,4,0,4,1,4,4,599,77,17,16,0,6,3,3,0,1,5,18,4,0,0,326,1600,75,3,3,2100,1600,10900,82,3,4,19200,9600,19,64,1,0,0,0,0
2478,2342255,0.03,0.97,0,2.24,1,0.353,23,11,2,17360,0,10,94150,106,0.4,20620,6,170,690,8,23,0,1,2,4,0,2010,3,0,0,8800,0,356,83,542,78,21,12,6,42,1,23,37,507,78,21,18,1,11,8,3,0,2,9,18,7,0,0,350,2300,73,3,3,2700,2366,9400,79,8,8,15600,6737,28,45,0,0,1,0,0
2479,81069,0.02,0.89,3600,1.15,0.46,0.508,13,13,4,14950,0,34,394130,279,0.3,44510,6,610,1020,6,9,2,2,4,4,168093,2840,4,0,1260,31000,0,2306,82,611,75,29,17,7,45,7,23,39,583,76,72,68,2,20,8,12,6,10,26,112,10,11,0,350,3300,74,12,13,6000,2816,9400,79,8,10,24000,7250,16,2,1,0,0,0,0
2480,2428470,0.01,0.93,0,1.48,0.93,0.388,19,17,2,14270,0,14,180290,144,0.8,19000,4,2780,1410,6,19,0,0,3,3,525724,200,3,0,0,26550,0,533,82,634,85,7,1,1,12,4,8,8,612,75,43,38,0,12,3,9,0,1,13,50,8,1,0,354,2400,74,9,9,5000,2466,11900,78,3,4,18000,9200,23,57,1,0,0,0,0
2481,113430,0,0.97,0,1.16,0.86,0.577,9,12,3,27540,0,24,794690,299,0.25,121300,7,9900,1310,9,9,1,1,24,24,3633,1910,15,0,2550,46740,0,926,82,556,75,28,15,13,40,5,14,23,501,78,76,70,2,23,4,19,1,3,31,79,14,1,0,348,1900,77,19,20,5000,1942,12300,80,4,4,22800,9675,2,15,0,0,1,0,0
2482,3446488,0.02,0.98,0,1.08,0.23,0.303,22,39,2,9850,0,10,60140,83,0.75,14470,4,910,880,18,18,0,2,5,5,0,510,5,0,0,1000,0,1398,89,530,76,5,1,4,5,0,0,4,469,71,41,33,2,14,4,10,0,0,29,35,35,0,0,286,1800,69,10,11,2600,1310,5100,81,4,5,7800,4675,135,89,1,0,0,0,0
2483,1961988,0.02,0.91,2000,0.62,0.42,0.713,10,9,4,20000,0,30,600380,310,0.1,137540,7,1290,1040,3,6,0,2,21,21,42647,4620,15,0,1170,40880,0,2239,82,591,73,27,11,10,30,10,15,19,531,74,115,100,8,33,7,26,4,4,48,127,47,6,2,356,2400,74,26,29,5200,1969,6700,81,7,8,15600,5685,10,4,1,0,0,0,0
2484,2174033,0.03,0.97,2500,0.98,0.56,0.413,15,10,2,360,0,15,137420,152,0.25,31390,7,2870,690,8,15,0,2,5,6,106559,1980,12,0,0,2190,0,1086,82,647,74,26,12,11,49,8,21,44,623,76,27,19,0,12,4,8,0,0,8,34,11,0,0,342,1800,74,8,8,3000,1787,14000,78,4,5,20400,8700,4,109,1,0,0,0,0
2485,1830159,0.02,0.98,4000,0.41,1,0.358,16,15,2,14930,0,13,103060,131,0.3,30960,8,3000,790,6,9,1,3,4,4,131742,2160,5,1,0,3510,0,454,82,643,72,13,8,4,13,5,6,7,617,79,10,9,0,8,5,3,1,1,3,28,5,2,0,359,1900,74,3,3,2300,1733,12100,79,5,6,15600,6800,2,7,1,0,0,0,0
2486,295870,0.02,0.98,1100,0.7,0.96,0.43,30,29,2,8700,0,22,220590,179,0.3,45180,7,7950,940,9,9,1,1,3,4,49,1310,5,0,430,6950,0,760,83,548,77,20,2,8,22,11,12,18,482,77,57,51,4,14,6,8,1,2,25,70,19,2,4,333,1900,75,8,10,2300,1775,11400,81,6,7,20400,8333,14,26,1,0,0,0,0
2487,1173085,0,0.97,0,0.81,0.92,0.366,16,14,3,8670,0,35,451760,227,0.35,38450,7,15320,1740,14,16,0,1,3,5,447762,1700,6,0,0,12650,0,1231,83,634,73,8,4,2,8,1,2,6,607,76,58,53,0,17,3,14,0,1,14,66,14,0,0,352,2900,75,14,14,5000,2278,7000,76,3,4,14400,6033,11,75,1,0,0,0,0
2488,2101711,0.02,0.98,3000,1,0.52,0.369,23,22,3,15530,0,17,150490,143,0.55,22950,7,6790,1110,13,23,0,3,8,8,1093471,560,7,0,20,12770,0,1060,85,546,73,8,5,2,8,1,3,3,503,77,33,30,1,10,2,8,1,6,12,32,10,1,0,360,2100,76,8,8,5000,2012,18400,84,2,2,21000,14400,9,27,1,0,0,0,0
2489,1275863,0.1,0.9,200,2.06,0.93,0.444,11,10,4,10710,0,43,111410,251,0.3,28740,7,520,440,5,10,2,0,3,3,21718,2650,4,0,0,11830,0,1464,82,550,75,18,13,4,30,7,19,27,505,78,27,27,1,17,11,6,0,1,13,40,2,4,0,295,700,72,6,6,800,633,6300,81,11,13,18000,6545,-2,37,0,0,1,0,0
2490,1774147,0.01,0.91,2000,0.63,0.71,0.616,12,11,3,16550,0,39,553980,312,0.3,52780,6,14080,1440,12,12,0,0,4,4,1097638,2390,6,0,1950,21070,0,1741,82,657,74,17,7,5,20,7,11,15,627,74,79,78,0,27,8,19,0,0,21,92,4,2,0,353,2300,72,19,19,4700,2142,5500,80,8,8,13800,6250,-2,117,1,0,0,0,0
2491,2789389,0.12,0.88,900,0.05,0.82,0.218,15,15,3,12600,0,14,57790,75,0.6,15220,6,660,810,8,15,0,5,5,5,131476,760,2,0,0,13740,0,577,87,522,81,12,3,2,15,7,10,11,497,73,26,23,3,8,3,5,0,3,12,26,18,0,1,324,1100,74,5,5,2300,1520,6900,76,3,3,8400,7100,18,40,0,0,1,0,0
2492,467805,0.01,0.99,0,3.82,0.93,0.25,52,29,3,3670,0,25,114250,122,0.65,12550,7,500,1430,10,18,0,1,3,3,775780,370,3,0,0,15230,0,897,85,525,53,3,0,1,3,0,1,1,499,76,12,11,2,9,3,6,0,0,3,17,11,0,0,299,1700,77,6,6,2300,1516,2100,69,3,3,3900,2700,38,90,1,0,0,0,0
2493,122260,0,0.46,7400,1.58,0.83,0.677,12,8,2,74990,0,30,1325940,399,0.05,337320,7,76900,2460,6,12,1,3,7,7,13,51530,9,0,90000,311910,0,1159,82,527,75,21,12,7,27,8,14,18,495,73,49,46,1,20,7,13,0,1,20,70,22,0,2,333,1900,71,13,15,3600,1553,10300,79,7,8,19800,11057,17,70,1,0,0,0,0
2494,2190508,0.06,0.94,1300,1.17,0.86,0.175,33,29,3,7820,0,19,16640,81,0.75,3160,6,2160,790,14,33,1,1,1,2,0,500,1,0,0,3080,0,746,95,617,73,5,4,1,5,0,4,5,586,75,9,9,0,3,2,1,0,0,2,11,0,0,0,320,1100,72,1,1,1100,1100,13700,77,2,2,16800,10800,35,154,0,0,1,0,0
2495,1331276,0.01,0.79,4000,0.34,0.96,0.513,13,8,3,48860,0,25,287090,258,0.3,31440,7,26760,1730,7,13,0,2,3,3,18,3560,5,0,3560,29700,0,854,82,640,81,3,2,1,4,1,2,3,616,72,32,31,0,8,3,5,1,2,9,37,15,5,3,358,2600,72,5,5,4000,2180,19800,72,3,3,25200,13533,24,27,1,0,0,0,0
2496,1376826,0.01,0.99,0,1.08,1,0.227,29,26,2,12460,0,15,125880,93,0.4,30290,8,2680,1200,10,10,0,1,4,4,901,890,4,0,2270,15940,0,551,82,620,72,4,3,1,5,3,5,5,589,80,16,15,0,8,1,7,0,0,5,16,8,0,0,338,2200,80,7,8,2900,2000,1000,82,1,1,1000,1000,15,132,1,0,0,0,0
2497,166019,0.05,0.95,0,0.2,1,0.433,29,17,2,2070,0,23,201420,336,0.25,22970,6,3810,500,7,29,1,1,12,12,95509,2530,4,0,310,1660,0,768,82,503,74,29,12,10,42,9,22,32,465,74,59,44,2,21,8,13,2,7,28,67,45,2,5,345,1800,72,13,14,3000,1630,8400,78,8,9,17400,8662,11,7,1,0,0,0,0
2498,653849,0.02,0.98,5000,2.41,0.86,0.077,79,44,3,6670,0,19,15330,41,0.65,1970,7,2330,960,0,57,1,0,3,3,0,940,1,0,0,330,0,731,83,647,76,9,3,2,14,10,12,12,621,77,19,18,0,7,4,3,0,1,7,41,5,4,0,322,2600,70,3,4,3600,1533,12200,79,4,5,14400,6250,3,53,0,1,0,0,0
2499,3489106,0,1,6000,3.67,0.5,0.22,20,19,2,8620,0,9,25970,55,0.7,10320,4,4130,850,11,20,0,0,2,2,0,400,6,0,0,0,0,605,88,533,77,4,3,1,4,1,1,3,493,76,10,9,1,3,1,2,0,0,4,16,1,0,0,279,1600,72,2,2,2100,1600,12000,78,1,1,12000,12000,22,117,0,0,1,0,0
2500,740959,0.04,0.96,700,0.56,0.68,0.358,12,14,2,14560,0,26,198430,172,0.4,19320,6,6470,830,11,11,0,1,5,5,34,1150,5,0,1620,25370,0,1224,83,679,66,5,4,0,8,3,6,6,667,76,35,34,0,12,5,7,5,6,13,52,10,4,1,360,2500,74,7,7,4900,2157,13700,79,5,6,19200,6580,15,2,1,0,0,0,0
2501,1763286,0.07,0.88,0,0.61,0.78,0.33,17,19,4,19410,0,31,129190,180,0.35,22600,6,5060,590,3,17,0,1,2,2,84261,1450,7,0,840,4940,0,1297,85,637,76,5,3,1,7,2,3,3,614,76,29,29,1,10,4,6,0,1,9,55,1,1,0,359,3300,73,6,6,5000,2333,13900,77,4,5,18000,10200,15,33,1,0,0,0,0
2502,1898452,0.03,0.83,15500,13.22,0.81,0.594,12,9,3,50,0,35,325260,295,0.3,59850,8,6300,1080,12,12,2,2,5,5,2804,2170,4,0,470,37020,0,1387,82,527,74,9,5,3,10,2,6,7,483,76,41,37,4,19,11,8,0,1,12,89,22,0,2,358,2100,74,8,8,2900,1637,7300,78,11,12,15600,5281,13,82,1,0,0,0,0
2503,1147734,0.03,0.82,1700,0.99,0.76,0.333,13,13,3,19800,0,19,168860,133,0.2,38920,4,1940,1220,11,13,0,1,4,4,37,5610,6,1,10820,23690,0,834,82,682,71,12,4,3,17,9,10,13,673,76,43,38,0,11,6,5,2,5,19,51,12,1,2,332,2700,71,5,5,3300,2220,15500,79,6,7,26400,8500,4,4,1,0,0,0,0
2504,2044258,0.01,0.99,10000,0.96,0.75,0.551,16,7,3,10640,0,12,230300,183,0.5,41490,6,5970,930,8,8,0,3,8,8,346322,900,7,0,1100,18810,0,561,91,535,75,25,12,10,29,2,8,15,509,73,64,52,6,13,1,12,1,4,27,56,29,0,2,351,2200,73,12,15,3300,2000,5100,75,1,1,5100,5100,15,21,0,0,1,0,0
2505,2041437,0.02,0.95,0,0.38,0.79,0.588,24,11,3,21490,0,22,309450,273,0.4,18130,6,32030,1040,14,24,0,0,3,6,2,1590,18,0,1590,10870,0,913,82,528,71,10,3,5,11,0,1,1,498,76,35,30,3,18,8,10,0,0,1,48,22,0,0,356,1400,73,10,10,3000,1510,4500,77,8,9,14400,6425,38,176,1,0,0,0,0
2506,791845,0.06,0.87,0,0.65,0.26,0.266,21,21,3,16980,0,20,185020,124,0.35,22210,5,4940,840,8,8,0,0,3,3,36,1530,8,0,2780,22240,0,2366,85,546,75,6,5,1,7,2,5,5,508,76,32,28,1,6,4,2,0,0,9,82,9,1,0,358,1900,73,2,2,2000,1700,17900,79,4,4,20400,13200,5,131,1,0,0,0,0
2507,1818953,0.01,0.99,0,1.03,0.85,0.619,9,6,2,3620,0,22,359250,257,0.4,57610,5,8610,1040,4,9,0,8,8,8,52,720,5,0,660,19580,0,1008,82,548,77,14,8,5,18,3,8,14,493,76,58,55,3,18,6,12,1,2,26,76,13,3,0,353,1900,74,12,14,3100,1608,7100,81,6,7,13800,6716,11,4,1,0,0,0,0
2508,3150884,0.02,0.98,500,1.03,0.78,0.633,15,14,4,25840,0,21,512420,249,0.15,112430,7,4350,1070,7,7,2,4,9,9,62593,3060,9,0,1710,50830,0,875,82,544,74,27,19,7,37,8,23,29,517,74,100,89,3,27,8,19,6,12,54,118,49,7,4,355,1900,72,19,19,3300,1710,9200,76,8,9,13200,7800,-1,-1,1,0,0,0,0
2509,449822,0.01,0.81,2500,1.92,0.58,0.541,15,9,3,14980,0,33,507010,272,0.3,123380,7,2540,1200,12,12,1,0,5,6,436774,4120,9,0,330,86940,0,1808,82,556,77,24,10,11,30,9,12,16,502,76,82,76,2,27,4,23,0,5,35,104,18,2,0,338,1900,75,23,24,4800,1621,8900,76,4,4,10500,7575,-2,41,1,0,0,0,0
2510,1145123,0,0.87,4200,6.77,0.83,0.225,43,38,3,11160,0,15,75850,89,1,11720,6,500,1430,0,43,0,4,4,4,0,0,2,0,0,3410,0,618,84,550,76,13,6,4,17,3,10,10,502,78,29,21,4,14,7,7,0,3,10,25,65,0,0,346,2400,76,7,8,5000,2371,4400,83,7,8,10800,5400,23,59,1,0,0,0,0
2511,501790,0.01,0.93,0,0.09,1,0.205,30,23,2,12690,0,17,105180,81,0.9,12180,5,3640,1420,0,30,0,2,2,3,0,110,3,0,110,2420,0,593,95,532,82,6,2,2,7,0,0,2,501,71,26,23,2,8,4,4,0,0,8,26,5,0,0,356,3100,66,4,5,3700,2425,3300,81,4,4,6600,4150,126,101,1,0,0,0,0
2512,973405,0.03,0.86,3000,1.46,0.88,0.23,41,41,3,8860,0,23,49980,118,0.8,3060,8,700,960,14,41,0,0,1,2,0,200,2,0,0,2050,0,851,94,610,81,11,4,2,16,3,5,7,578,74,26,23,2,10,3,7,1,3,4,37,4,0,0,352,1700,70,7,7,2400,1400,6000,80,3,3,8400,5900,20,3,0,1,0,0,0
2513,43989,0.01,0.79,2000,0.05,0.47,0.311,12,12,4,26570,0,36,318890,176,0.1,89390,5,4180,1640,7,12,2,1,2,2,2,4870,5,0,5430,16120,0,2385,82,640,75,7,4,2,10,1,2,3,617,77,18,18,0,10,6,4,0,0,8,29,3,0,0,311,2700,74,4,4,3400,2000,24100,80,6,6,45600,18816,19,133,0,0,1,0,0
2514,456421,0.02,0.98,0,1.1,1,0.283,22,13,1,11930,0,12,85720,91,1,0,8,100,990,0,7,0,2,4,4,0,0,12,0,0,4610,0,481,165,541,74,13,9,3,15,2,7,11,502,75,19,18,1,8,3,5,0,3,12,19,2,0,0,305,1900,74,5,5,2600,1520,2900,80,3,3,5400,2933,25,53,1,0,0,0,0
2515,2530161,0.01,0.42,20000,0.43,0.95,0.513,10,9,3,25090,0,35,1068990,352,0.3,45780,9,9250,2570,10,10,3,1,3,3,0,5270,4,0,760,21010,0,1183,82,543,82,11,2,4,15,6,8,9,505,75,58,56,2,17,7,10,0,0,15,73,11,1,1,356,2400,74,10,10,5000,2050,6700,81,7,7,9000,4614,9,141,0,1,0,0,0
2516,1930513,0.02,0.98,0,0.65,0.62,0.219,15,14,3,16630,0,34,191680,108,0.5,17180,6,4660,1070,13,15,0,1,3,4,0,1070,3,0,0,18780,0,1744,82,643,77,8,4,3,8,0,3,4,617,74,27,18,0,10,5,5,0,3,12,32,21,0,0,353,2300,72,5,5,3500,2180,2100,76,5,5,3600,1560,38,64,1,0,0,0,0
2517,641794,0.02,0.98,2600,1.67,1,0.677,8,6,2,10940,0,18,516540,279,0.3,82860,7,9330,1070,5,8,0,1,9,9,162054,3030,8,0,0,35530,0,623,82,652,74,19,9,8,22,3,11,14,624,73,71,67,0,20,4,16,0,2,24,83,12,0,1,360,2300,73,16,17,4800,1868,11800,75,4,4,20400,6775,21,57,1,0,0,0,0
2518,1337523,0.01,0.71,2000,0.74,0.96,0.502,17,12,2,4830,0,27,211230,255,0.45,33920,6,48890,1420,17,17,0,0,6,6,185,890,15,0,1580,49380,0,907,82,529,80,4,3,1,4,0,4,4,488,76,22,19,1,10,3,7,0,1,4,23,15,0,0,360,2400,73,7,7,5100,2128,6500,82,3,3,7800,6800,39,63,0,0,0,1,0
